PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;mp.com.1.aws.sg.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Asegurar que el Security Group restrinja todo el tráfico. Para ello, se deberán agregar las reglas del Security Group que se aplica por defecto cuando se crea una VPC.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group default (sg-0cd4073bfaea36192) was not created using the EC2 Launch Wizard.;arn:aws:ec2:us-east-1:858573892697:security-group/sg-0cd4073bfaea36192;ec2_securitygroup_from_launch_wizard;False;sg-0cd4073bfaea36192;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;mp.com.1.aws.sg.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Asegurar que el Security Group restrinja todo el tráfico. Para ello, se deberán agregar las reglas del Security Group que se aplica por defecto cuando se crea una VPC.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-3 (sg-0af5ffc84c67c1ece) was created using the EC2 Launch Wizard.;arn:aws:ec2:us-east-1:858573892697:security-group/sg-0af5ffc84c67c1ece;ec2_securitygroup_from_launch_wizard;False;sg-0af5ffc84c67c1ece;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;mp.com.1.aws.sg.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Asegurar que el Security Group restrinja todo el tráfico. Para ello, se deberán agregar las reglas del Security Group que se aplica por defecto cuando se crea una VPC.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-4 (sg-0d9ecda5cfd1d3d1a) was created using the EC2 Launch Wizard.;arn:aws:ec2:us-east-1:858573892697:security-group/sg-0d9ecda5cfd1d3d1a;ec2_securitygroup_from_launch_wizard;False;sg-0d9ecda5cfd1d3d1a;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-1 (sg-0b5fb260acb4477a1) it is not being used.;arn:aws:ec2:us-east-1:858573892697:security-group/sg-0b5fb260acb4477a1;ec2_securitygroup_not_used;False;sg-0b5fb260acb4477a1;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group vaultcloud-db-sg (sg-059591e29c62e2064) it is being used.;arn:aws:ec2:us-east-1:858573892697:security-group/sg-059591e29c62e2064;ec2_securitygroup_not_used;False;sg-059591e29c62e2064;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group aws-deepracer-resources-d057346b-c924-4524-9618-96f2f420f24a-SecurityGroup-S9PB9X8G6TIZ (sg-0f21c8864dda41e39) it is being used.;arn:aws:ec2:us-east-1:858573892697:security-group/sg-0f21c8864dda41e39;ec2_securitygroup_not_used;False;sg-0f21c8864dda41e39;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-2 (sg-0c19aaed6baef84b4) it is not being used.;arn:aws:ec2:us-east-1:858573892697:security-group/sg-0c19aaed6baef84b4;ec2_securitygroup_not_used;False;sg-0c19aaed6baef84b4;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group vaultcloud-app-sg (sg-0ef0bb575caf64a16) it is being used.;arn:aws:ec2:us-east-1:858573892697:security-group/sg-0ef0bb575caf64a16;ec2_securitygroup_not_used;False;sg-0ef0bb575caf64a16;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-3 (sg-0af5ffc84c67c1ece) it is not being used.;arn:aws:ec2:us-east-1:858573892697:security-group/sg-0af5ffc84c67c1ece;ec2_securitygroup_not_used;False;sg-0af5ffc84c67c1ece;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-4 (sg-0d9ecda5cfd1d3d1a) it is not being used.;arn:aws:ec2:us-east-1:858573892697:security-group/sg-0d9ecda5cfd1d3d1a;ec2_securitygroup_not_used;False;sg-0d9ecda5cfd1d3d1a;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.exp.6.aws.gd.1;Protección frente a código dañino;op.exp.6;operacional;explotación;Activar la protección contra software malintencionado de GuardDuty en todas las regiones.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;GuardDuty is not enabled.;arn:aws:guardduty:us-east-1:858573892697:detector/unknown;guardduty_is_enabled;False;detector/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.exp.7.aws.gd.1;Gestión de incidentes;op.exp.7;operacional;explotación;Habilitar GuardDuty para la detección de incidentes de seguridad;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;GuardDuty is not enabled.;arn:aws:guardduty:us-east-1:858573892697:detector/unknown;guardduty_is_enabled;False;detector/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.mon.1.aws.gd.1;Detección de intrusión;op.mon.1;operacional;monitorización del sistema;En ausencia de otras herramientas de terceros, habilitar Amazon GuarDuty para la detección de amenazas e intrusiones.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;GuardDuty is not enabled.;arn:aws:guardduty:us-east-1:858573892697:detector/unknown;guardduty_is_enabled;False;detector/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.mon.1.aws.gd.2;Detección de intrusión;op.mon.1;operacional;monitorización del sistema;Deberá habilitarse Amazon GuardDuty para todas las regiones tanto en la cuenta raíz como en las cuentas miembro de un entorno multi-cuenta.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;GuardDuty is not enabled.;arn:aws:guardduty:us-east-1:858573892697:detector/unknown;guardduty_is_enabled;False;detector/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.mon.3.r1.aws.gd.1;Correlación de eventos;op.mon.3.r1;operacional;monitorización del sistema;Activar GuardDuty y Security Hub o bien disponer de un SIEM externo a AWS;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;GuardDuty is not enabled.;arn:aws:guardduty:us-east-1:858573892697:detector/unknown;guardduty_is_enabled;False;detector/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.mon.3.r3.aws.gd.1;Ciberamenazas avanzadas;op.mon.3.r3;operacional;monitorización del sistema;Activar GuardDuty (ya cubierto);alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;GuardDuty is not enabled.;arn:aws:guardduty:us-east-1:858573892697:detector/unknown;guardduty_is_enabled;False;detector/unknown;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.r2.aws.iam.1;Contraseña + otro factor de autenticación;op.acc.6.r2;operacional;control de acceso;MFA deberá estar habilitado para todas las cuentas que tengan contraseña para acceder a la consola, incluyendo el usuario root.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r1,op.acc.6.r4;FAIL;Group Administrators provides administrator access to User QLabs with MFA disabled.;arn:aws:iam::858573892697:group/Administrators;iam_administrator_access_with_mfa;False;Administrators;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.r2.aws.iam.1;Contraseña + otro factor de autenticación;op.acc.6.r2;operacional;control de acceso;MFA deberá estar habilitado para todas las cuentas que tengan contraseña para acceder a la consola, incluyendo el usuario root.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r1,op.acc.6.r4;PASS;Group s3_BucketAccess provides non-administrative access.;arn:aws:iam::858573892697:group/s3_BucketAccess;iam_administrator_access_with_mfa;False;s3_BucketAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.2.aws.iam.4;Requisitos de acceso;op.acc.2;operacional;control de acceso;Se deberá delegar en cuentas administradoras la administración de la organización, dejando la cuenta maestra sin uso y con las medidas de seguridad pertinentes.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Root user in the account was last accessed 0 days ago.;arn:aws:iam::858573892697:root;iam_avoid_root_usage;False;<root_account>;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.7;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se restringirá todo acceso a las acciones especificadas para el usuario root de una cuenta.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Root user in the account was last accessed 0 days ago.;arn:aws:iam::858573892697:root;iam_avoid_root_usage;False;<root_account>;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AWSDeepRacerCloudFormationAccessPolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AWSDeepRacerCloudFormationAccessPolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSDeepRacerCloudFormationAccessPolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AWSDeepRacerCloudFormationAccessPolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AWSDeepRacerCloudFormationAccessPolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSDeepRacerCloudFormationAccessPolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.9;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se configurarán diferentes permisos a las cuentas de usuario, limitando la utilización de la cuenta “root” para tareas específicas que necesiten un nivel de privilegios elevado, esta configuración debe entenderse como un mecanismo para impedir que el trabajo directo con usuarios con privilegios de administrador repercuta negativamente en la seguridad, a acometer todas las acciones con el máximo privilegio cuando este no es siempre requerido.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AWSDeepRacerCloudFormationAccessPolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AWSDeepRacerCloudFormationAccessPolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSDeepRacerCloudFormationAccessPolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;AWS policy AWSDeepRacerCloudFormationAccessPolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AWSDeepRacerCloudFormationAccessPolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSDeepRacerCloudFormationAccessPolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy SystemAdministrator is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/job-function/SystemAdministrator;iam_aws_attached_policy_no_administrative_privileges;False;SystemAdministrator;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy SystemAdministrator is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/job-function/SystemAdministrator;iam_aws_attached_policy_no_administrative_privileges;False;SystemAdministrator;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.9;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se configurarán diferentes permisos a las cuentas de usuario, limitando la utilización de la cuenta “root” para tareas específicas que necesiten un nivel de privilegios elevado, esta configuración debe entenderse como un mecanismo para impedir que el trabajo directo con usuarios con privilegios de administrador repercuta negativamente en la seguridad, a acometer todas las acciones con el máximo privilegio cuando este no es siempre requerido.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy SystemAdministrator is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/job-function/SystemAdministrator;iam_aws_attached_policy_no_administrative_privileges;False;SystemAdministrator;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;AWS policy SystemAdministrator is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/job-function/SystemAdministrator;iam_aws_attached_policy_no_administrative_privileges;False;SystemAdministrator;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonAPIGatewayAdministrator is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonAPIGatewayAdministrator;iam_aws_attached_policy_no_administrative_privileges;False;AmazonAPIGatewayAdministrator;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonAPIGatewayAdministrator is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonAPIGatewayAdministrator;iam_aws_attached_policy_no_administrative_privileges;False;AmazonAPIGatewayAdministrator;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.9;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se configurarán diferentes permisos a las cuentas de usuario, limitando la utilización de la cuenta “root” para tareas específicas que necesiten un nivel de privilegios elevado, esta configuración debe entenderse como un mecanismo para impedir que el trabajo directo con usuarios con privilegios de administrador repercuta negativamente en la seguridad, a acometer todas las acciones con el máximo privilegio cuando este no es siempre requerido.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonAPIGatewayAdministrator is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonAPIGatewayAdministrator;iam_aws_attached_policy_no_administrative_privileges;False;AmazonAPIGatewayAdministrator;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;AWS policy AmazonAPIGatewayAdministrator is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonAPIGatewayAdministrator;iam_aws_attached_policy_no_administrative_privileges;False;AmazonAPIGatewayAdministrator;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonEC2ContainerRegistryFullAccess is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonEC2ContainerRegistryFullAccess;iam_aws_attached_policy_no_administrative_privileges;False;AmazonEC2ContainerRegistryFullAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonEC2ContainerRegistryFullAccess is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AmazonEC2ContainerRegistryFullAccess;iam_aws_attached_policy_no_administrative_privileges;False;AmazonEC2ContainerRegistryFullAccess;ENS;ENS RD 311/2022 - Categoría Alta
